"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Full/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"C";"2015-09-24";"157.4172";"76.3";"0.12";"770";"20.44";"280.42";"36.7";"206.3261";"2831.05";"5224.04"
"C";"2015-09-23";"157.1593";"76.17";"0.17";"770";"20.41";"375.32";"25.3";"206.3261";"2831.02";"5224.04"
"C";"2015-09-22";"156.793";"75.99";"0.24";"770";"20.36";"495.52";"0.5";"206.3261";"2830.98";"5224.04"
"C";"2015-09-21";"156.278";"75.74";"0.25";"770";"20.3";"520.8";"2.9";"206.3261";"2830.92";"5224.04"
"C";"2015-09-20";"155.778";"75.5";"0.4";"770";"20.23";"830.11";"0.6";"206.3261";"2830.86";"5224.04"
"C";"2015-09-19";"154.9542";"75.1";"0.39";"770";"20.12";"805.92";"0";"206.3261";"2830.78";"5224.04"
"C";"2015-09-18";"154.1534";"74.71";"0.28";"770";"20.02";"584.99";"0";"206.3261";"2830.69";"5224.04"
"C";"2015-09-17";"153.5635";"74.43";"0.22";"770";"19.94";"468.89";"12.5";"206.3261";"2830.61";"5224.04"
"C";"2015-09-16";"153.097";"74.2";"0.22";"770";"19.88";"462.44";"8.4";"206.3261";"2830.52";"5224.04"
"C";"2015-09-15";"152.6309";"73.98";"0.24";"770";"19.82";"500.4";"0.7";"206.3261";"2830.44";"5224.04"
"C";"2015-09-14";"152.1288";"73.73";"0.27";"770";"19.76";"557.37";"2.2";"206.3261";"2830.35";"5224.04"
"C";"2015-09-13";"151.5661";"73.46";"0.37";"770";"19.68";"762.92";"0";"206.3261";"2830.26";"5224.04"
"C";"2015-09-12";"150.7865";"73.08";"0.32";"770";"19.58";"662.28";"7";"206.3261";"2830.16";"5224.04"
"C";"2015-09-11";"150.1176";"72.76";"0.22";"770";"19.5";"453.6";"0.1";"206.3261";"2830.08";"5224.04"
"C";"2015-09-10";"149.646";"72.53";"0.2";"770";"19.43";"418.59";"0.8";"206.3261";"2830.01";"5224.04"
"C";"2015-09-09";"149.2112";"72.32";"0.19";"770";"19.38";"393.55";"1.7";"206.3261";"2829.94";"5224.04"
"C";"2015-09-08";"148.8089";"72.12";"0.22";"770";"19.33";"459.77";"0";"206.3261";"2829.88";"5224.04"
"C";"2015-09-07";"148.3403";"71.9";"0.26";"770";"19.26";"543.21";"6";"206.3261";"2829.82";"5224.04"
"C";"2015-09-06";"147.8156";"71.64";"0.28";"770";"19.2";"587.15";"1.9";"206.3261";"2829.75";"5224.04"
"C";"2015-09-05";"147.2314";"71.36";"0.34";"770";"19.12";"701";"0";"206.3261";"2829.67";"5224.04"
"C";"2015-09-04";"146.5155";"71.01";"0.18";"770";"19.03";"444.47";"62.9";"206.3261";"2829.59";"5224.04"
"C";"2015-09-03";"146.1233";"70.82";"0.17";"770";"18.98";"428.16";"81.1";"206.3261";"2829.51";"5224.04"
"C";"2015-09-02";"145.7756";"70.65";"0.25";"770";"18.93";"573.57";"56.6";"206.3261";"2829.42";"5224.04"
"C";"2015-09-01";"145.2567";"70.4";"0.23";"770";"18.86";"484.24";"17.2";"206.3261";"2829.32";"5224.04"
"C";"2015-08-31";"144.796";"70.18";"0.3";"770";"18.8";"615.47";"0.8";"206.3261";"2829.23";"5224.04"
"C";"2015-08-30";"144.1726";"69.88";"0.35";"770";"18.72";"716.13";"0";"206.3261";"2829.14";"5224.04"
"C";"2015-08-29";"143.4416";"69.52";"0.38";"770";"18.63";"779.61";"0";"206.3261";"2829.05";"5224.04"
"C";"2015-08-28";"142.6561";"69.14";"0.21";"770";"18.53";"453.95";"16.1";"206.3261";"2828.96";"5224.04"
"C";"2015-08-27";"142.2032";"68.92";"0.2";"770";"18.47";"449.62";"46.1";"206.3261";"2828.88";"5224.04"
"C";"2015-08-26";"141.7871";"68.72";"0.16";"770";"18.41";"381.05";"46.9";"206.3261";"2828.8";"5224.04"
"C";"2015-08-25";"141.443";"68.55";"0.19";"770";"18.37";"418.11";"24.1";"206.3261";"2828.73";"5224.04"
"C";"2015-08-24";"141.0508";"68.36";"0.22";"770";"18.32";"474.57";"21.1";"206.3261";"2828.65";"5224.04"
"C";"2015-08-23";"140.5938";"68.14";"0.43";"770";"18.26";"880.29";"0";"206.3261";"2828.57";"5224.04"
"C";"2015-08-22";"139.711";"67.71";"0.4";"770";"18.14";"819.91";"3.3";"206.3261";"2828.49";"5224.04"
"C";"2015-08-21";"138.885";"67.31";"0.33";"770";"18.04";"693.96";"2.9";"206.3261";"2828.41";"5224.04"
"C";"2015-08-20";"138.1831";"66.97";"0.29";"770";"17.95";"608.52";"10.3";"206.3261";"2828.33";"5224.04"
"C";"2015-08-19";"137.5641";"66.67";"0.18";"770";"17.87";"413.08";"37.5";"206.3261";"2828.25";"5224.04"
"C";"2015-08-18";"137.1769";"66.49";"0.13";"770";"17.82";"348.77";"73.4";"206.3261";"2828.18";"5224.04"
"C";"2015-08-17";"136.9003";"66.35";"0.2";"770";"17.78";"430.88";"24";"206.3261";"2828.11";"5224.04"
"C";"2015-08-16";"136.5008";"66.16";"0.38";"770";"17.73";"787.02";"0";"206.3261";"2828.04";"5224.04"
"C";"2015-08-15";"135.7115";"65.78";"0.4";"770";"17.62";"824.39";"0";"206.3261";"2827.98";"5224.04"
"C";"2015-08-14";"134.8763";"65.37";"0.33";"770";"17.52";"689.68";"0.2";"206.3261";"2827.9";"5224.04"
"C";"2015-08-13";"134.1746";"65.03";"0.3";"770";"17.43";"641.92";"17.3";"206.3261";"2827.82";"5224.04"
"C";"2015-08-12";"133.5305";"64.72";"0.3";"770";"17.34";"630.02";"0.9";"206.3261";"2827.73";"5224.04"
"C";"2015-08-11";"132.8879";"64.41";"0.27";"770";"17.26";"563.14";"5.9";"206.3261";"2827.65";"5224.04"
"C";"2015-08-10";"132.3131";"64.13";"0.45";"770";"17.18";"925.33";"0";"206.3261";"2827.56";"5224.04"
"C";"2015-08-09";"131.3724";"63.67";"0.5";"770";"17.06";"1040.77";"0";"206.3261";"2827.47";"5224.04"
"C";"2015-08-08";"130.321";"63.16";"0.5";"770";"16.92";"1025.62";"0";"206.3261";"2827.37";"5224.04"
"C";"2015-08-07";"129.281";"62.66";"0.28";"770";"16.79";"586.89";"0.4";"206.3261";"2827.27";"5224.04"
"C";"2015-08-06";"128.6846";"62.37";"0.41";"770";"16.71";"841.82";"0";"206.3261";"2827.16";"5224.04"
"C";"2015-08-05";"127.8272";"61.95";"0.42";"770";"16.6";"872.66";"0";"206.3261";"2827.06";"5224.04"
"C";"2015-08-04";"126.9434";"61.53";"0.41";"770";"16.49";"848.75";"0";"206.3261";"2826.95";"5224.04"
"C";"2015-08-03";"126.0912";"61.11";"0.5";"770";"16.38";"1026.91";"0";"206.3261";"2826.84";"5224.04"
"C";"2015-08-02";"125.057";"60.61";"0.51";"770";"16.24";"1047.94";"0";"206.3261";"2826.74";"5224.04"
"C";"2015-08-01";"123.9992";"60.1";"0.47";"770";"16.1";"978.68";"0.1";"206.3261";"2826.65";"5224.04"
"C";"2015-07-31";"123.0061";"59.62";"0.39";"770";"15.97";"803.15";"0.1";"206.3261";"2826.58";"5224.04"
"C";"2015-07-30";"122.1934";"59.22";"0.36";"770";"15.87";"745.92";"0";"206.3261";"2826.51";"5224.04"
"C";"2015-07-29";"121.438";"58.86";"0.4";"770";"15.77";"819.88";"0";"206.3261";"2826.45";"5224.04"
"C";"2015-07-28";"120.6103";"58.46";"0.42";"770";"15.66";"874.55";"0.1";"206.3261";"2826.39";"5224.04"
"C";"2015-07-27";"119.7239";"58.03";"0.48";"770";"15.55";"987.31";"1";"206.3261";"2826.32";"5224.04"
"C";"2015-07-26";"118.7488";"57.55";"0.49";"770";"15.42";"1018.03";"0";"206.3261";"2826.31";"5224.04"
"C";"2015-07-25";"117.7399";"57.06";"0.53";"770";"15.29";"1084.68";"0.6";"206.3261";"2826.21";"5224.04"
"C";"2015-07-24";"116.6608";"56.54";"0.41";"770";"15.15";"855.24";"0.3";"206.3261";"2826.08";"5224.04"
"C";"2015-07-23";"115.7938";"56.12";"0.36";"770";"15.04";"739.04";"0";"206.3261";"2825.94";"5224.04"
"C";"2015-07-22";"115.0449";"55.76";"0.32";"770";"14.94";"655.34";"3.7";"206.3261";"2825.83";"5224.04"
"C";"2015-07-21";"114.3798";"55.44";"0.38";"770";"14.85";"783.84";"3.3";"206.3261";"2825.72";"5224.04"
"C";"2015-07-20";"113.5955";"55.06";"0.41";"770";"14.75";"859.51";"4.6";"206.3261";"2825.62";"5224.04"
"C";"2015-07-19";"112.7444";"54.64";"0.48";"770";"14.64";"1000.61";"0";"206.3261";"2825.51";"5224.04"
"C";"2015-07-18";"111.7338";"54.15";"0.49";"770";"14.51";"1010.78";"0";"206.3261";"2825.39";"5224.04"
"C";"2015-07-17";"110.7156";"53.66";"0.41";"770";"14.38";"836.4";"0.2";"206.3261";"2825.28";"5224.04"
"C";"2015-07-16";"109.8712";"53.25";"0.35";"770";"14.27";"723.11";"9";"206.3261";"2825.18";"5224.04"
"C";"2015-07-15";"109.1477";"52.9";"0.35";"770";"14.18";"734.88";"7.9";"206.3261";"2825.08";"5224.04"
"C";"2015-07-14";"108.4102";"52.54";"0.39";"770";"14.08";"796.46";"0.2";"206.3261";"2824.99";"5224.04"
"C";"2015-07-13";"107.6064";"52.15";"0.37";"770";"13.97";"764.34";"0.1";"206.3261";"2824.89";"5224.04"
"C";"2015-07-12";"106.8357";"51.78";"0.47";"770";"13.87";"972.54";"0";"206.3261";"2824.79";"5224.04"
"C";"2015-07-11";"105.8523";"51.3";"0.47";"770";"13.75";"965.4";"0";"206.3261";"2824.67";"5224.04"
"C";"2015-07-10";"104.8761";"50.83";"0.37";"770";"13.62";"771.44";"3.5";"206.3261";"2824.58";"5224.04"
"C";"2015-07-09";"104.0984";"50.45";"0.39";"770";"13.52";"798.97";"0.3";"206.3261";"2824.49";"5224.04"
"C";"2015-07-08";"103.2884";"50.06";"0.37";"770";"13.41";"780.9";"24.1";"206.3261";"2824.38";"5224.04"
"C";"2015-07-07";"102.526";"49.69";"0.3";"770";"13.32";"613.54";"4.5";"206.3261";"2824.27";"5224.04"
"C";"2015-07-06";"101.9086";"49.39";"0.39";"770";"13.23";"817.26";"15.6";"206.3261";"2824.16";"5224.04"
"C";"2015-07-05";"101.0943";"49";"0.55";"770";"13.13";"1141.36";"0";"206.3261";"2824.04";"5224.04"
"C";"2015-07-04";"99.9339";"48.43";"0.54";"770";"12.98";"1111.44";"0";"206.3261";"2823.91";"5224.04"
"C";"2015-07-03";"98.8227";"47.9";"0.44";"770";"12.83";"910.98";"9.5";"206.3261";"2823.79";"5224.04"
"C";"2015-07-02";"97.9063";"47.45";"0.42";"770";"12.72";"870.26";"0.3";"206.3261";"2823.67";"5224.04"
"C";"2015-07-01";"97.0226";"47.02";"0.45";"770";"12.6";"923.97";"0.8";"206.3261";"2823.55";"5224.04"
"C";"2015-06-30";"96.08";"46.95";"0.45";"770";"12.48";"930.72";"2.9";"204.6396";"2807.64";"5160.39"
"C";"2015-06-29";"95.1638";"46.5";"0.45";"770";"12.36";"924.38";"0.1";"204.6396";"2807.57";"5160.39"
"C";"2015-06-28";"94.2445";"46.05";"0.47";"770";"12.24";"968.31";"0.1";"204.6396";"2807.5";"5160.39"
"C";"2015-06-27";"93.2932";"45.59";"0.46";"770";"12.12";"932.2";"0.2";"204.6396";"2807.41";"5160.39"
"C";"2015-06-26";"92.3666";"45.14";"0.42";"770";"12";"854.42";"0.2";"204.6396";"2807.34";"5160.39"
"C";"2015-06-25";"91.5128";"44.72";"0.29";"770";"11.88";"603.3";"1";"204.6396";"2807.29";"5160.39"
"C";"2015-06-24";"90.9092";"44.42";"0.18";"770";"11.81";"450.43";"74.8";"204.6396";"2807.25";"5160.39"
"C";"2015-06-23";"90.5403";"44.24";"0.26";"770";"11.76";"545.47";"8.8";"204.6396";"2807.22";"5160.39"
"C";"2015-06-22";"90.0086";"43.98";"0.21";"770";"11.69";"464.76";"41.8";"204.6396";"2807.19";"5160.39"
"C";"2015-06-21";"89.6408";"43.8";"0.29";"770";"11.64";"603.23";"9.3";"204.6396";"2807.17";"5160.39"
"C";"2015-06-20";"89.059";"43.52";"0.25";"770";"11.57";"561.46";"40.2";"204.6396";"2807.13";"5160.39"
"C";"2015-06-19";"88.5382";"43.27";"0.2";"770";"11.5";"439.72";"39.5";"204.6396";"2807.09";"5160.39"
"C";"2015-06-18";"88.1438";"43.07";"0.26";"770";"11.45";"544.81";"4.2";"204.6396";"2807.06";"5160.39"
"C";"2015-06-17";"87.6089";"42.81";"0.26";"770";"11.38";"536.33";"13.2";"204.6396";"2807.01";"5160.39"
"C";"2015-06-16";"87.09";"42.56";"0.22";"770";"11.31";"467.32";"14.4";"204.6396";"2806.98";"5160.39"
"C";"2015-06-15";"86.6467";"42.34";"0.23";"770";"11.25";"476.7";"14.2";"204.6396";"2806.93";"5160.39"
"C";"2015-06-14";"86.1942";"42.12";"0.33";"770";"11.19";"680.96";"3.1";"204.6396";"2806.83";"5160.39"
"C";"2015-06-13";"85.5203";"41.79";"0.35";"770";"11.11";"742.92";"16.7";"204.6396";"2806.69";"5160.39"
"C";"2015-06-12";"84.7985";"41.44";"0.28";"770";"11.01";"571.46";"2.6";"204.6396";"2806.59";"5160.39"
"C";"2015-06-11";"84.2364";"41.16";"0.21";"770";"10.94";"433.9";"4.9";"204.6396";"2806.53";"5160.39"
"C";"2015-06-10";"83.8085";"40.95";"0.18";"770";"10.88";"385.8";"12";"204.6396";"2806.48";"5160.39"
"C";"2015-06-09";"83.437";"40.77";"0.2";"770";"10.84";"419.58";"12.7";"204.6396";"2806.44";"5160.39"
"C";"2015-06-08";"83.0435";"40.58";"0.26";"770";"10.78";"542.65";"4.4";"204.6396";"2806.4";"5160.39"
"C";"2015-06-07";"82.5199";"40.32";"0.36";"770";"10.72";"733.47";"0.2";"204.6396";"2806.31";"5160.39"
"C";"2015-06-06";"81.7816";"39.96";"0.39";"770";"10.62";"802.73";"0.2";"204.6396";"2806.19";"5160.39"
"C";"2015-06-05";"80.9868";"39.58";"0.3";"770";"10.52";"647.55";"41.2";"204.6396";"2806.07";"5160.39"
"C";"2015-06-04";"80.3872";"39.28";"0.28";"770";"10.44";"567.22";"0.2";"204.6396";"2805.99";"5160.39"
"C";"2015-06-03";"79.8297";"39.01";"0.28";"770";"10.37";"567.83";"4.4";"204.6396";"2805.92";"5160.39"
"C";"2015-06-02";"79.2337";"38.72";"0.23";"770";"10.29";"499.11";"38.6";"204.6396";"2805.87";"5160.39"
"C";"2015-06-01";"78.7737";"38.49";"0.26";"770";"10.23";"546.19";"19.9";"204.6396";"2805.83";"5160.39"
"C";"2015-05-31";"78.3106";"38.27";"0.41";"770";"10.17";"848.73";"3.1";"204.6396";"2805.74";"5160.39"
"C";"2015-05-30";"77.4733";"37.86";"0.41";"770";"10.06";"852.07";"3.4";"204.6396";"2805.7";"5160.39"
"C";"2015-05-29";"76.63";"37.45";"0.27";"770";"9.95";"550.13";"2.1";"204.6396";"2805.7";"5160.39"
"C";"2015-05-28";"76.0819";"37.18";"0.21";"770";"9.88";"424.68";"2.8";"204.6396";"2805.7";"5160.39"
"C";"2015-05-27";"75.658";"36.97";"0.15";"770";"9.83";"312.24";"9.5";"204.6396";"2805.7";"5160.39"
"C";"2015-05-26";"75.3682";"36.83";"0.24";"770";"9.79";"494.95";"10.6";"204.6396";"2805.69";"5160.39"
"C";"2015-05-25";"74.8927";"36.6";"0.43";"770";"9.73";"895.31";"5.3";"204.6396";"2805.66";"5160.39"
"C";"2015-05-24";"74.0116";"36.17";"0.42";"770";"9.61";"873.51";"10.5";"204.6396";"2805.62";"5160.39"
"C";"2015-05-23";"73.1535";"35.75";"0.39";"770";"9.5";"808.05";"5.5";"204.6396";"2805.59";"5160.39"
"C";"2015-05-22";"72.3557";"35.36";"0.22";"770";"9.4";"453.81";"0.7";"204.6396";"2805.59";"5160.39"
"C";"2015-05-21";"71.9009";"35.14";"0.11";"770";"9.34";"224.36";"3.6";"204.6396";"2805.58";"5160.39"
"C";"2015-05-20";"71.6892";"35.03";"0.08";"770";"9.31";"206.43";"35.9";"204.6396";"2805.58";"5160.39"
"C";"2015-05-19";"71.5255";"34.95";"0.15";"770";"9.29";"375.09";"69.5";"204.6396";"2805.58";"5160.39"
"C";"2015-05-18";"71.2281";"34.81";"0.2";"770";"9.25";"431.61";"30.5";"204.6396";"2805.58";"5160.39"
"C";"2015-05-17";"70.8379";"34.62";"0.36";"770";"9.2";"741.64";"7.9";"204.6396";"2805.58";"5160.39"
"C";"2015-05-16";"70.1092";"34.26";"0.32";"770";"9.11";"668.24";"8.1";"204.6396";"2805.58";"5160.39"
"C";"2015-05-15";"69.4544";"33.94";"0.25";"770";"9.02";"515.39";"3.3";"204.6396";"2805.58";"5160.39"
"C";"2015-05-14";"68.9463";"33.69";"0.3";"770";"8.95";"606.04";"0.6";"204.6396";"2805.58";"5160.39"
"C";"2015-05-13";"68.3389";"33.39";"0.28";"770";"8.88";"566.1";"0.7";"204.6396";"2805.58";"5160.39"
"C";"2015-05-12";"67.7745";"33.12";"0.26";"770";"8.8";"542.84";"1.5";"204.6396";"2805.58";"5160.39"
"C";"2015-05-11";"67.2405";"32.86";"0.31";"770";"8.73";"628.17";"1.3";"204.6396";"2805.58";"5160.39"
"C";"2015-05-10";"66.6226";"32.56";"0.29";"770";"8.65";"595.94";"3.8";"204.6396";"2805.58";"5160.39"
"C";"2015-05-09";"66.0381";"32.27";"0.26";"770";"8.58";"534.25";"6.4";"204.6396";"2805.58";"5160.39"
"C";"2015-05-08";"65.5159";"32.02";"0.16";"770";"8.51";"370.46";"41.1";"204.6396";"2805.58";"5160.39"
"C";"2015-05-07";"65.1932";"31.86";"0.19";"770";"8.47";"457.21";"65.6";"204.6396";"2805.58";"5160.39"
"C";"2015-05-06";"64.8078";"31.67";"0.27";"770";"8.42";"550.31";"7.4";"204.6396";"2805.58";"5160.39"
"C";"2015-05-05";"64.2597";"31.4";"0.37";"770";"8.35";"751.11";"3.5";"204.6396";"2805.58";"5160.39"
"C";"2015-05-04";"63.5142";"31.04";"0.32";"770";"8.25";"691.42";"27";"204.6396";"2805.58";"5160.39"
"C";"2015-05-03";"62.8576";"30.72";"0.32";"770";"8.16";"701.99";"39.5";"204.6396";"2805.59";"5160.39"
"C";"2015-05-02";"62.1979";"30.39";"0.25";"770";"8.08";"555.51";"38.9";"204.6396";"2805.61";"5160.39"
"C";"2015-05-01";"61.6892";"30.15";"0.24";"770";"8.01";"503.22";"21.6";"204.6396";"2805.63";"5160.39"
"C";"2015-04-30";"61.2136";"29.89";"0.07";"770";"7.95";"235.7";"99.7";"204.7728";"2805.66";"5164.92"
"C";"2015-04-29";"61.0822";"29.83";"-0.1";"770";"7.93";"87.19";"289.1";"204.7728";"2805.79";"5164.92"
"C";"2015-04-28";"61.2756";"29.92";"-0.07";"770";"7.96";"81.61";"228.6";"204.7728";"2805.9";"5164.92"
"C";"2015-04-27";"61.4322";"30";"0.01";"770";"7.98";"124.23";"104.4";"204.7728";"2805.94";"5164.92"
"C";"2015-04-26";"61.4193";"29.99";"0.12";"770";"7.98";"263.06";"11.8";"204.7728";"2805.95";"5164.92"
"C";"2015-04-25";"61.1735";"29.87";"0.11";"770";"7.94";"229.48";"7.4";"204.7728";"2805.95";"5164.92"
"C";"2015-04-24";"60.9566";"29.77";"0.04";"770";"7.92";"104.56";"16.7";"204.7728";"2805.96";"5164.92"
"C";"2015-04-23";"60.8741";"29.73";"0.02";"770";"7.91";"70.11";"36.4";"204.7728";"2806";"5164.92"
"C";"2015-04-22";"60.8445";"29.71";"-0.01";"770";"7.9";"73.74";"87.5";"204.7728";"2806.07";"5164.92"
"C";"2015-04-21";"60.8697";"29.73";"0.03";"770";"7.91";"90.56";"37.5";"204.7728";"2806.12";"5164.92"
"C";"2015-04-20";"60.8219";"29.7";"0";"770";"7.9";"92.7";"87.3";"204.7728";"2806.18";"5164.92"
"C";"2015-04-19";"60.8216";"29.7";"0";"770";"7.9";"71.85";"75.4";"204.7728";"2806.27";"5164.92"
"C";"2015-04-18";"60.8307";"29.71";"-0.03";"770";"7.9";"74.01";"125.5";"204.7728";"2806.34";"5164.92"
"C";"2015-04-17";"60.8875";"29.73";"-0.02";"770";"7.91";"95.25";"138.9";"204.7728";"2806.39";"5164.92"
"C";"2015-04-16";"60.9358";"29.76";"0.01";"770";"7.91";"113.92";"89.5";"204.7728";"2806.44";"5164.92"
"C";"2015-04-15";"60.9171";"29.75";"-0.01";"770";"7.91";"114.84";"136";"204.7728";"2806.5";"5164.92"
"C";"2015-04-14";"60.967";"29.77";"-0.07";"770";"7.92";"67.64";"209.1";"204.7728";"2806.56";"5164.92"
"C";"2015-04-13";"61.1136";"29.84";"-0.16";"770";"7.94";"36.94";"369.1";"204.7728";"2806.63";"5164.92"
"C";"2015-04-12";"61.4461";"30.01";"-0.01";"770";"7.98";"117.64";"134.7";"204.7728";"2806.67";"5164.92"
"C";"2015-04-11";"61.468";"30.02";"0";"770";"7.98";"126.26";"123.3";"204.7728";"2806.69";"5164.92"
"C";"2015-04-10";"61.4697";"30.02";"-0.05";"770";"7.98";"98.85";"198";"204.7728";"2806.72";"5164.92"
"C";"2015-04-09";"61.5674";"30.07";"-0.07";"770";"8";"99.52";"251.8";"204.7728";"2806.84";"5164.92"
"C";"2015-04-08";"61.7246";"30.14";"-0.23";"770";"8.02";"40.53";"515.2";"204.7728";"2807.03";"5164.92"
"C";"2015-04-07";"62.2045";"30.38";"-0.25";"770";"8.08";"49.58";"567";"204.7728";"2807.21";"5164.92"
"C";"2015-04-06";"62.724";"30.63";"-0.1";"770";"8.15";"84.37";"297.7";"204.7728";"2807.38";"5164.92"
"C";"2015-04-05";"62.935";"30.73";"-0.13";"770";"8.17";"83.26";"343.4";"204.7728";"2807.54";"5164.92"
"C";"2015-04-04";"63.1963";"30.86";"-0.15";"770";"8.21";"57.86";"355";"204.7728";"2807.7";"5164.92"
"C";"2015-04-03";"63.4998";"31.01";"-0.22";"770";"8.25";"54.96";"504.1";"204.7728";"2807.87";"5164.92"
"C";"2015-04-02";"63.9528";"31.23";"-0.42";"770";"8.31";"35.58";"900";"204.7728";"2808.04";"5164.92"
"C";"2015-04-01";"64.8255";"31.66";"-0.01";"770";"8.42";"610.27";"627.9";"204.7728";"2808.21";"5164.92"
"C";"2015-03-31";"64.8533";"31.89";"-0.14";"770";"8.42";"37.27";"317";"203.3363";"2818.65";"5182.21"
"C";"2015-03-30";"65.1295";"32.03";"-0.08";"770";"8.46";"77.25";"230.7";"203.3363";"2818.74";"5174.94"
"C";"2015-03-29";"65.2912";"32.11";"0.03";"770";"8.48";"163.89";"100.9";"203.3363";"2818.81";"5174.94"
"C";"2015-03-28";"65.2287";"32.08";"-0.02";"770";"8.47";"112.34";"162.6";"203.3363";"2818.46";"5174.94"
"C";"2015-03-27";"65.2787";"32.1";"-0.2";"770";"8.48";"2.93";"408.6";"203.3363";"2818.95";"5174.94"
"C";"2015-03-26";"65.6839";"32.3";"-0.16";"770";"8.53";"21.9";"337.4";"203.3363";"2819.06";"5174.94"
"C";"2015-03-25";"65.9985";"32.46";"-0.18";"770";"8.57";"41.16";"410.9";"203.3363";"2819.16";"5174.94"
"C";"2015-03-24";"66.3679";"32.64";"-0.12";"770";"8.62";"82.7";"335.2";"203.3363";"2819.29";"5174.94"
"C";"2015-03-23";"66.6234";"32.77";"-0.21";"770";"8.65";"36.52";"470.3";"203.3363";"2819.43";"5174.94"
"C";"2015-03-22";"67.0636";"32.98";"-0.12";"770";"8.71";"85.64";"319.7";"203.3363";"2819.57";"5174.94"
"C";"2015-03-21";"67.2995";"33.1";"-0.06";"770";"8.74";"112.49";"242.9";"203.3363";"2819.67";"5174.94"
"C";"2015-03-20";"67.4309";"33.16";"-0.07";"770";"8.76";"81.55";"233.8";"203.3363";"2819.76";"5174.94"
"C";"2015-03-19";"67.5849";"33.24";"-0.07";"770";"8.78";"92.72";"241.5";"203.3363";"2819.85";"5174.94"
"C";"2015-03-18";"67.7376";"33.31";"-0.06";"770";"8.8";"76.73";"189.4";"203.3363";"2819.95";"5174.94"
"C";"2015-03-17";"67.8493";"33.37";"-0.07";"770";"8.81";"96.6";"229.1";"203.3363";"2820.04";"5174.94"
"C";"2015-03-16";"67.9798";"33.43";"-0.08";"770";"8.83";"113.81";"282.9";"203.3363";"2820.17";"5174.94"
"C";"2015-03-15";"68.1484";"33.52";"-0.14";"770";"8.85";"73.02";"350.7";"203.3363";"2820.32";"5174.94"
"C";"2015-03-14";"68.4241";"33.65";"-0.18";"770";"8.89";"61.17";"426.8";"203.3363";"2820.48";"5174.94"
"C";"2015-03-13";"68.79";"33.83";"-0.21";"770";"8.93";"47.77";"481.8";"203.3363";"2820.67";"5174.94"
"C";"2015-03-12";"69.2258";"34.04";"-0.23";"770";"8.99";"5.94";"482.3";"203.3363";"2820.8";"5174.94"
"C";"2015-03-11";"69.7061";"34.28";"-0.23";"770";"9.05";"60.4";"526.9";"203.3363";"2820.87";"5174.94"
"C";"2015-03-10";"70.1722";"34.51";"-0.07";"770";"9.11";"116.91";"254.5";"203.3363";"2820.93";"5174.94"
"C";"2015-03-09";"70.306";"34.58";"-0.04";"770";"9.13";"228.86";"302.7";"203.3363";"2821";"5174.94"
"C";"2015-03-08";"70.38";"34.61";"0.03";"770";"9.14";"287.01";"222.5";"203.3363";"2821.05";"5174.94"
"C";"2015-03-07";"70.3156";"34.58";"-0.09";"770";"9.13";"159.72";"336.4";"203.3363";"2821.09";"5174.94"
"C";"2015-03-06";"70.4892";"34.67";"-0.36";"770";"9.15";"6.02";"731.1";"203.3363";"2821.18";"5174.94"
"C";"2015-03-05";"71.2071";"35.02";"-0.54";"770";"9.25";"2.21";"1097.7";"203.3363";"2821.31";"5174.94"
"C";"2015-03-04";"72.3045";"35.56";"-0.65";"770";"9.39";"6.22";"1325.7";"203.3363";"2821.44";"5174.94"
"C";"2015-03-03";"73.6275";"36.21";"-0.7";"770";"9.56";"3.75";"1428.1";"203.3363";"2821.56";"5174.94"
"C";"2015-03-02";"75.0561";"36.91";"-0.58";"770";"9.75";"95.85";"1275.8";"203.3363";"2821.68";"5174.94"
"C";"2015-03-01";"76.2318";"37.49";"-0.48";"770";"9.9";"10.1";"980.7";"203.3363";"2821.79";"5174.94"
"C";"2015-02-28";"77.2021";"37.62";"-0.49";"770";"10.03";"15.67";"1023.5";"205.2022";"2821.9";"5174.94"
"C";"2015-02-27";"78.2123";"38.11";"-0.56";"770";"10.16";"1.48";"1160.2";"205.2022";"2822.02";"5174.94"
"C";"2015-02-26";"79.3725";"38.68";"-0.53";"770";"10.31";"4.79";"1087.4";"205.2022";"2822.14";"5174.94"
"C";"2015-02-25";"80.458";"39.21";"-0.68";"770";"10.45";"1.44";"1393.9";"205.2022";"2822.27";"5174.94"
"C";"2015-02-24";"81.8548";"39.89";"-0.66";"770";"10.63";"6.79";"1355";"205.2022";"2822.39";"5174.94"
"C";"2015-02-23";"83.2093";"40.55";"-0.57";"770";"10.81";"7.49";"1181";"205.2022";"2822.51";"5174.94"
"C";"2015-02-22";"84.3813";"41.12";"-0.41";"770";"10.96";"22.31";"861.5";"205.2022";"2822.62";"5174.94"
"C";"2015-02-21";"85.2243";"41.53";"-0.52";"770";"11.07";"23.9";"1081.4";"205.2022";"2822.71";"5174.94"
"C";"2015-02-20";"86.2801";"42.05";"-0.69";"770";"11.21";"5.57";"1431.3";"205.2022";"2822.81";"5174.94"
